category,name,n,n_squared,n_comparisons_total,n_comparisons_non_self,sum_scores_all,sum_scores_non_self,mean_score_all,mean_score_non_self,var_score_non_self,std_score_non_self,median_score_non_self,q25_score,q75_score,min_score,max_score,fraction_strong_binders,fraction_moderate_binders,fraction_weak_binders,log_n,sqrt_n,expected_random,enrichment_score,size_bin,z_score,effect_size,cluster_name,foldseek_match_coverage,foldseek_core_module_fraction,foldseek_network_density,foldseek_multi_match_fraction
MGC (KEGG),MGC_CANDIDATE_11,3,9,3,3,2.7323631668821906,2.7323631668821906,0.9107877222940636,0.9107877222940636,0.0106827348668431,0.612334494076703,0.8872941196108072,0.6907335068475938,1.0029535131800038,0.3941664738293998,1.6385550631230383,0.9107877222940636,0.4553938611470318,0.0892122777059364,1.0986122886681096,1.7320508075688772,0.0180795851637296,247677.4409266152,1,2.2077695679381715,9.777712244971196,MGC_CANDIDATE_11,0.9107877222940636,0.9,0.8295342750816083,1.0
MGC (KEGG),MGC_CANDIDATE_12,4,16,6,6,5.464351779921618,5.464351779921618,0.910725296653603,0.910725296653603,0.1120995507679376,0.5459559319043581,0.9131624103069385,0.6902992342167811,1.00554233370371,0.5277238237113278,0.9625674572953884,0.910725296653603,0.4553626483268015,0.0892747033463969,1.3862943611198906,2.0,0.0350498480651515,425365.23585314496,1,2.2075713077939088,19.63148649156416,MGC_CANDIDATE_12,0.910725296653603,0.9,0.8294205659647932,1.0
MGC (KEGG),MGC_CANDIDATE_13,4,16,6,6,5.5789978879936974,5.5789978879936974,0.929832981332283,0.929832981332283,0.0517736788807155,0.1370599023261012,0.9225720628589044,0.8977260662525011,0.9781075359864502,0.7768746644447508,0.9440591604527284,0.929832981332283,0.4649164906661415,0.070167018667717,1.3862943611198906,2.0,0.038587752602463,115652.8001351669,1,2.268256184920952,18.71548215704374,MGC_CANDIDATE_13,0.929832981332283,0.9,0.8645893731732817,1.0
MGC (KEGG),MGC_CANDIDATE_14,7,49,21,21,18.30447010127903,18.30447010127903,0.8716414333942395,0.8716414333942395,0.0194218388074006,0.0669070790806231,0.985339624128722,0.7135794783007448,0.8989536663445006,0.8429518019814308,0.8985524251672318,0.8716414333942395,0.4358207166971197,0.1283585666057605,1.9459101490553128,2.6457513110645907,0.0182861750400782,385161.50421196944,2,2.0834432682417883,12.340231092268615,MGC_CANDIDATE_14,0.8716414333942395,0.9,0.7597587884095645,1.0
MGC (KEGG),MGC_CANDIDATE_15,2,4,1,1,0.8767272185221481,0.8767272185221481,0.8767272185221481,0.8767272185221481,0.0267771058812015,0.4863330534410492,0.839077371965266,0.8510207835515243,0.9195576585719708,0.8427946662560647,1.0746311234433978,0.8767272185221481,0.438363609261074,0.1232727814778519,0.6931471805599453,1.4142135623730951,0.0442529057712342,635452.572972775,0,2.099595421198658,12.365323763654825,MGC_CANDIDATE_15,0.8767272185221481,0.9,0.7686506156975824,1.0
MGC (KEGG),MGC_CANDIDATE_16,5,25,10,10,9.081182367104937,9.081182367104937,0.9081182367104936,0.9081182367104936,0.1273166582004232,0.2725820405040402,0.8888869825893466,0.743113941975268,0.9430541440589196,0.7783543165212039,1.1335866023087118,0.9081182367104936,0.4540591183552468,0.0918817632895062,1.6094379124341005,2.23606797749979,0.0926116654154109,1055958.3164033275,2,2.199291439512068,10.515132140732351,MGC_CANDIDATE_16,0.9081182367104936,0.9,0.8246787318461761,1.0
MGC (KEGG),MGC_CANDIDATE_17,4,16,6,6,5.375721358505824,5.375721358505824,0.8959535597509706,0.8959535597509706,0.0053146434634947,0.0096331609524346,0.8480819517536965,0.8824536229562352,1.0134682068403196,0.7038245015638722,1.0152712187600388,0.8959535597509706,0.4479767798754853,0.1040464402490294,1.3862943611198906,2.0,0.1451272356580084,567477.7035335499,1,2.1606571445154312,17.764136376361922,MGC_CANDIDATE_17,0.8959535597509706,0.9,0.802732781230436,1.0
MGC (KEGG),MGC_CANDIDATE_18,5,25,10,10,9.317846779800725,9.317846779800725,0.9317846779800724,0.9317846779800724,0.0710788105455259,0.4892228773859036,0.996976427520484,0.7898388463090276,0.9867004821626804,0.1627518905325726,0.9483160908287704,0.9317846779800724,0.4658923389900362,0.0682153220199276,1.6094379124341005,2.23606797749979,0.0181737369611074,105598.38566916194,2,2.2744546581139136,14.008767561953409,MGC_CANDIDATE_18,0.9317846779800724,0.9,0.8682226861184271,1.0
MGC (KEGG),MGC_CANDIDATE_19,2,4,1,1,0.8987833499609273,0.8987833499609273,0.8987833499609273,0.8987833499609273,0.0446789166950773,0.9436936477490796,0.96768109823952,0.8176614801217333,0.9786705322160396,0.5428654680613326,1.425248084139353,0.8987833499609273,0.4493916749804637,0.1012166500390726,0.6931471805599453,1.4142135623730951,0.1295371976681741,1710456.9897274114,0,2.1696443909596925,13.788690299823582,MGC_CANDIDATE_19,0.8987833499609273,0.9,0.8078115101669868,1.0
MGC (KEGG),MGC_CANDIDATE_20,2,4,1,1,0.8851678000639471,0.8851678000639471,0.8851678000639471,0.8851678000639471,0.166678711250797,0.0128994931841488,0.8743228955744269,0.8726545971551265,1.0325455817995892,0.7781550307763944,1.4168929384003484,0.8851678000639471,0.4425839000319735,0.1148321999360528,0.6931471805599453,1.4142135623730951,0.0493425426948285,1860132.9216231091,0,2.126402209271542,11.631555111784229,MGC_CANDIDATE_20,0.8851678000639471,0.9,0.7835220342700479,1.0
MGC (KEGG),MGC_CANDIDATE_21,5,25,10,10,9.62872516760882,9.62872516760882,0.962872516760882,0.962872516760882,0.1561157494490981,0.1010085916320716,1.0221522076548055,0.8672254451228385,0.9938727967915884,0.8766644975280053,1.062904330195264,0.962872516760882,0.4814362583804409,0.037127483239118,1.6094379124341005,2.23606797749979,0.0458536181218088,495125.8517873256,2,2.373187796549244,20.435921683306283,MGC_CANDIDATE_21,0.962872516760882,0.9,0.9271234835334351,1.0
MGC (KEGG),MGC_CANDIDATE_22,2,4,1,1,0.9172040398868636,0.9172040398868636,0.9172040398868636,0.9172040398868636,0.1168610911275746,0.5135491441226513,0.9336091197534502,0.8958341418368464,0.9723079912344856,0.9144882838455176,1.2612357133864442,0.9172040398868636,0.4586020199434317,0.0827959601131365,0.6931471805599453,1.4142135623730951,0.0065548122515832,208575.92004326335,0,2.2281474133587427,12.081717211050382,MGC_CANDIDATE_22,0.9172040398868636,0.9,0.8412632507847833,1.0
MGC (KEGG),MGC_CANDIDATE_23,5,25,10,10,9.25123261526574,9.25123261526574,0.925123261526574,0.925123261526574,0.0485781428030124,0.2635898930191377,0.9602242951268536,0.9035412510414852,0.9984134032741254,0.9235742607295716,1.3828370304645785,0.925123261526574,0.462561630763287,0.074876738473426,1.6094379124341005,2.23606797749979,0.0619734781779102,259985.7403116556,2,2.253298393199009,15.072498416175709,MGC_CANDIDATE_23,0.925123261526574,0.9,0.8558530490175658,1.0
MGC (KEGG),MGC_CANDIDATE_24,2,4,1,1,0.8848317989722366,0.8848317989722366,0.8848317989722366,0.8848317989722366,0.0997599137290402,1.3628340098582352,0.835089121356269,0.8255291486267485,0.890362688522505,0.7561739586539531,1.0267070539118406,0.8848317989722366,0.4424158994861183,0.1151682010277633,0.6931471805599453,1.4142135623730951,0.0183373709291157,360943.8201249414,0,2.1253350896645413,15.647909129177084,MGC_CANDIDATE_24,0.8848317989722366,0.9,0.7829273124724446,1.0
MGC (KEGG),MGC_CANDIDATE_25,2,4,1,1,0.90860166643782,0.90860166643782,0.90860166643782,0.90860166643782,0.102123118687203,0.7413117886689549,0.9166705508292646,0.5753901959003405,0.9251111444078,0.8942408566006069,1.092603000437739,0.90860166643782,0.45430083321891,0.0913983335621799,0.6931471805599453,1.4142135623730951,0.0277932007953011,584591.4207880879,0,2.200826783751608,13.803986451473085,MGC_CANDIDATE_25,0.90860166643782,0.9,0.8255569882535836,1.0
MGC (KEGG),MGC_CANDIDATE_26,6,36,15,15,13.894423648832497,13.894423648832497,0.9262949099221665,0.9262949099221665,0.0403766359199226,0.058903586049374,1.0199134459757362,0.703518473214417,0.9328566196317044,0.8922887638233524,1.190468834527492,0.9262949099221665,0.4631474549610831,0.0737050900778336,1.791759469228055,2.449489742783178,0.0076303987351967,326281.15212142776,2,2.257019479249898,13.197327853124738,MGC_CANDIDATE_26,0.9262949099221665,0.9,0.8580222601477144,1.0
MGC (KEGG),MGC_CANDIDATE_27,4,16,6,6,5.353339040457587,5.353339040457587,0.8922231734095978,0.8922231734095978,0.2120054233219597,0.3362833808166306,0.9660958028765908,0.7170757337215548,1.0317594058116368,0.1059981497383208,1.3360780704339528,0.8922231734095978,0.4461115867047989,0.1077768265904022,1.3862943611198906,2.0,0.0131029903335948,187514.6896453149,1,2.148809657990012,13.892215666879617,MGC_CANDIDATE_27,0.8922231734095978,0.9,0.7960621911690932,1.0
MGC (KEGG),MGC_CANDIDATE_28,3,9,3,3,2.800331539486,2.800331539486,0.9334438464953332,0.9334438464953332,0.4190251998103747,0.3177773619396305,0.9737088359510796,0.7429701732075537,0.9690982688144256,0.6808098068988009,0.9521100809417726,0.9334438464953332,0.4667219232476666,0.0665561535046668,1.0986122886681096,1.7320508075688772,0.0486287222785357,1230596.8877278217,1,2.279724079248647,16.695999998258987,MGC_CANDIDATE_28,0.9334438464953332,0.9,0.8713174145600031,1.0
MGC (KEGG),MGC_CANDIDATE_29,1,1,0,0,0.0,0.0,0.9070827553721924,0.9070827553721924,0.0377519214806684,0.0352492547761827,0.9546359181498336,0.8383088296715983,0.9620036256587656,0.7866950756960978,0.9179653045259386,0.9070827553721924,0.4535413776860961,0.0929172446278077,0.0,1.0,0.0476166019624457,572224.0491993129,0,2.196002811986605,13.958828534964384,MGC_CANDIDATE_29,0.9070827553721924,0.9,0.8227991250936086,1.0
MGC (KEGG),MGC_CANDIDATE_30,1,1,0,0,0.0,0.0,0.9154242687555816,0.9154242687555816,0.1615593323517725,0.028134653430975,1.0370746914474098,0.8684683232664691,1.0269974015405183,0.5252039710763383,1.1402410196546096,0.9154242687555816,0.4577121343777908,0.0845757312444184,0.0,1.0,0.0306616049395154,154450.35202551686,0,2.2224949654440764,19.876637061898588,MGC_CANDIDATE_30,0.9154242687555816,0.9,0.8380015918266912,1.0
MGC (KEGG),MGC_CANDIDATE_31,1,1,0,0,0.0,0.0,0.9070539214698063,0.9070539214698063,0.0694965365441783,0.2528034462328635,0.9463422339174408,0.691648567049848,1.246584009082646,0.8679931798763997,0.9168229671920004,0.9070539214698063,0.4535269607349032,0.0929460785301936,0.0,1.0,0.0497950966194345,592028.7378099273,0,2.1959112372169347,12.668883942589211,MGC_CANDIDATE_31,0.9070539214698063,0.9,0.8227468164537536,1.0
MGC (KEGG),MGC_CANDIDATE_32,4,16,6,6,5.839869065890448,5.839869065890448,0.9733115109817412,0.9733115109817412,0.0622972814790944,0.154737947560506,0.940227351555386,0.9648785369462664,1.13993647027146,0.8746760269946986,0.995372148375824,0.9733115109817412,0.4866557554908706,0.0266884890182587,1.3862943611198906,2.0,0.1009307764224075,520149.1252540984,1,2.406341425169126,17.262320258011027,MGC_CANDIDATE_32,0.9733115109817412,0.9,0.9473352974095601,1.0
MGC (KEGG),MGC_CANDIDATE_33,3,9,3,3,2.768806724796227,2.768806724796227,0.9229355749320758,0.9229355749320758,0.0488677554468294,0.2365315122014702,0.9835861242206028,0.3683888374789138,0.9288893032506758,0.8530948000583638,1.0327117922813405,0.9229355749320758,0.4614677874660379,0.0770644250679242,1.0986122886681096,1.7320508075688772,0.0016334170207519,215765.42216914345,1,2.2463504298841377,9.73080386449632,MGC_CANDIDATE_33,0.9229355749320758,0.9,0.8518100754752013,1.0
MGC (KEGG),MGC_CANDIDATE_34,5,25,10,10,8.947418049181907,8.947418049181907,0.8947418049181907,0.8947418049181907,0.0345346942503454,0.0818689577716036,0.8910264623413414,0.8142276195958793,0.9312318046982198,-0.1843677946676788,0.9349766707520808,0.8947418049181907,0.4473709024590953,0.1052581950818093,1.6094379124341005,2.23606797749979,0.0115173964766393,1461610.926326721,2,2.1568086827906363,12.669224895492032,MGC_CANDIDATE_34,0.8947418049181907,0.9,0.8005628974682616,1.0
MGC (KEGG),MGC_CANDIDATE_35,3,9,3,3,2.8365261378803583,2.8365261378803583,0.9455087126267862,0.9455087126267862,0.2519595766327182,0.2440275465391496,0.9699475005675068,0.8677555250077347,0.9505409526286704,0.4827722540397804,1.4037125600709814,0.9455087126267862,0.4727543563133931,0.0544912873732138,1.0986122886681096,1.7320508075688772,0.0175601015062458,506302.3028952515,1,2.318041380954927,12.551123501762358,MGC_CANDIDATE_35,0.9455087126267862,0.9,0.8939867256531625,1.0
MGC (KEGG),MGC_CANDIDATE_36,2,4,1,1,0.8903372214507824,0.8903372214507824,0.8903372214507824,0.8903372214507824,0.1350213348282457,0.1450581432118599,0.8962619175919869,0.8558135951690007,0.896702399967572,0.7409922851181746,0.9709048710826846,0.8903372214507824,0.4451686107253912,0.1096627785492175,0.6931471805599453,1.4142135623730951,0.043039811340516,356246.56126104423,0,2.142819986043211,11.688259400509018,MGC_CANDIDATE_36,0.8903372214507824,0.9,0.7927003679006995,1.0
MGC (KEGG),MGC_CANDIDATE_37,4,16,6,6,5.57363590239077,5.57363590239077,0.9289393170651284,0.9289393170651284,0.0581074516057643,0.6555406818709358,0.8935000176638594,0.910262905489826,0.942573540879875,0.8185960517710132,1.101273412627016,0.9289393170651284,0.4644696585325642,0.0710606829348715,1.3862943611198906,2.0,0.0548172095865803,406979.5640255127,1,2.2654179600309625,15.850417521766811,MGC_CANDIDATE_37,0.9289393170651284,0.9,0.8629282547894273,1.0
MGC (KEGG),MGC_CANDIDATE_38,6,36,15,15,13.055833599828691,13.055833599828691,0.870388906655246,0.870388906655246,0.139257249141453,0.1096224601277485,0.8858139432487193,0.7563536776968189,0.909114371083507,-0.3838047197445159,0.8723678703830688,0.870388906655246,0.435194453327623,0.1296110933447539,1.791759469228055,2.449489742783178,0.0402980404266614,689634.3412270503,2,2.079465317352795,14.669438419223562,MGC_CANDIDATE_38,0.870388906655246,0.9,0.7575768488285146,1.0
MGC (KEGG),MGC_CANDIDATE_39,5,25,10,10,8.874389766797425,8.874389766797425,0.8874389766797424,0.8874389766797424,0.1267977030068512,0.6139983510600091,0.9357827043998088,0.8425424297841286,0.913770341285561,0.8412213829199241,1.0315122066942035,0.8874389766797424,0.4437194883398712,0.1125610233202576,1.6094379124341005,2.23606797749979,0.0598202584907783,411603.8289382786,2,2.133615331959145,8.163516846441285,MGC_CANDIDATE_39,0.8874389766797424,0.9,0.7875479373303883,1.0
MGC (KEGG),MGC_CANDIDATE_40,5,25,10,10,9.286152533684664,9.286152533684664,0.9286152533684664,0.9286152533684664,0.0311070122164802,0.1482851405450892,0.965553035195534,0.8925978968971854,0.9720286747847342,0.8238042781139152,1.2607788002792164,0.9286152533684664,0.4643076266842332,0.0713847466315336,1.6094379124341005,2.23606797749979,0.029570175522035,408177.0588263246,2,2.264388752885043,20.986606317757538,MGC_CANDIDATE_40,0.9286152533684664,0.9,0.8623262887885811,1.0
MGC (KEGG),MGC_CANDIDATE_41,3,9,3,3,2.829715792979628,2.829715792979628,0.943238597659876,0.943238597659876,0.0193745321322897,0.2589429429691413,0.9672351202040724,0.9255240192705648,1.1158413903955482,0.6944402104091679,1.6339006872407025,0.943238597659876,0.471619298829938,0.0567614023401239,1.0986122886681096,1.7320508075688772,0.0796952508997062,1284609.1521904166,1,2.310831630001432,15.528048583031287,MGC_CANDIDATE_41,0.943238597659876,0.9,0.8896990521153696,1.0
MGC (KEGG),MGC_CANDIDATE_42,4,16,6,6,5.567561661552776,5.567561661552776,0.9279269435921292,0.9279269435921292,0.180971485488251,0.1012201570919889,0.9178947646843716,0.8513273285145034,1.0877196185742664,0.6845601559514315,1.155033424648083,0.9279269435921292,0.4639634717960646,0.0720730564078707,1.3862943611198906,2.0,0.0037529293209052,107108.29158278204,1,2.262202721719845,15.003532063547237,MGC_CANDIDATE_42,0.9279269435921292,0.9,0.8610484126442306,1.0
MGC (KEGG),MGC_CANDIDATE_43,5,25,10,10,9.201774963755176,9.201774963755176,0.9201774963755176,0.9201774963755176,0.1668159852159113,0.4967843002731471,0.8372291343248314,0.8314304178745471,0.9633695275844212,0.7493995345260082,0.9654640766999728,0.9201774963755176,0.4600887481877587,0.0798225036244825,1.6094379124341005,2.23606797749979,0.0483600496944654,126556.8458354995,2,2.237590935412354,18.93035654579096,MGC_CANDIDATE_43,0.9201774963755176,0.9,0.8467266248359157,1.0
MGC (KEGG),MGC_CANDIDATE_44,4,16,6,6,5.491021201314536,5.491021201314536,0.9151702002190892,0.9151702002190892,0.5764383818007599,0.5566908465268414,0.9128004568038516,0.8566392192451724,1.0229986049374054,0.3083180092825569,1.0053789839191825,0.9151702002190892,0.4575851001095446,0.0848297997809107,1.3862943611198906,2.0,0.0022108999929218,962186.2904261756,1,2.221688058789599,17.966582668174503,MGC_CANDIDATE_44,0.9151702002190892,0.9,0.8375364953690478,1.0
MGC (KEGG),MGC_CANDIDATE_45,3,9,3,3,2.6501397187802382,2.6501397187802382,0.8833799062600795,0.8833799062600795,0.0019553220927241,0.4967236922370143,0.9110943445104108,0.8821691982891863,0.9300071546377012,0.8267036956662808,0.9175057147968748,0.8833799062600795,0.4416899531300397,0.1166200937399205,1.0986122886681096,1.7320508075688772,0.0131311475614529,4954712.922243388,1,2.1207239642288567,14.105480118304506,MGC_CANDIDATE_45,0.8833799062600795,0.9,0.7803600587840668,1.0
MGC (KEGG),MGC_CANDIDATE_46,2,4,1,1,0.9038642063733427,0.9038642063733427,0.9038642063733427,0.9038642063733427,0.0777356712126634,0.3063591322735833,0.7959235846610594,0.8362011232055885,0.952633242463086,0.7357071637520153,0.986305945832972,0.9038642063733427,0.4519321031866714,0.0961357936266571,0.6931471805599453,1.4142135623730951,0.003187365284526,1062882.8562312883,0,2.185780890607482,9.142460820896495,MGC_CANDIDATE_46,0.9038642063733427,0.9,0.8169705035629128,1.0
MGC (KEGG),MGC_CANDIDATE_47,5,25,10,10,9.108627531840858,9.108627531840858,0.9108627531840856,0.9108627531840856,0.120839172306957,0.109059849091389,0.9075125409245502,0.8791223061679196,1.023478292217216,0.5782127778041962,1.075653797322999,0.9108627531840856,0.4554313765920428,0.0891372468159142,1.6094379124341005,2.23606797749979,0.0450969929328051,2853933.556952991,2,2.2080078616099743,16.693156935856397,MGC_CANDIDATE_47,0.9108627531840856,0.9,0.8296709551380924,1.0
MGC (KEGG),MGC_CANDIDATE_48,6,36,15,15,14.27763450161866,14.27763450161866,0.9518423001079108,0.9518423001079108,0.0873566696642286,0.3035831384454863,0.947101402964446,0.9369177803314284,1.0003453669760154,0.8989288659240302,1.0854833430372075,0.9518423001079108,0.4759211500539553,0.0481576998920892,1.791759469228055,2.449489742783178,0.0118138375693623,286538.55722800025,2,2.3381564804308086,12.111461475754044,MGC_CANDIDATE_48,0.9518423001079108,0.9,0.9060037642747182,1.0
MGC (KEGG),MGC_CANDIDATE_49,3,9,3,3,2.7977330814550454,2.7977330814550454,0.9325776938183484,0.9325776938183484,0.1239399749183011,0.962022503318051,0.8868443562676684,0.8464043941504721,1.0122641020970664,0.5227585391834586,1.3463951370719165,0.9325776938183484,0.4662888469091742,0.0674223061816515,1.0986122886681096,1.7320508075688772,0.0048254170498466,233963.1308982863,1,2.276973229542888,18.717793375768277,MGC_CANDIDATE_49,0.9325776938183484,0.9,0.8697011550075492,1.0
MGC (KEGG),MGC_CANDIDATE_50,5,25,10,10,8.756979158052062,8.756979158052062,0.8756979158052062,0.8756979158052062,0.0147643315880469,0.3135658374391065,0.9137187517884212,0.7644569070275999,0.8879402162027619,0.6718516968130648,0.921313825032802,0.8756979158052062,0.4378489579026031,0.1243020841947938,1.6094379124341005,2.23606797749979,0.0742197990552068,698390.1454629084,2,2.0963264166094286,12.671509012206922,MGC_CANDIDATE_50,0.8756979158052062,0.9,0.766846839745582,1.0
MGC (KEGG),MGC_CANDIDATE_51,9,81,36,36,33.55380961825174,33.55380961825174,0.9320502671736596,0.9320502671736596,0.0001517178503555,0.939761329069597,0.9792598586169596,0.8589094794904416,1.009445480448626,0.836097460200074,1.045761015377017,0.9320502671736596,0.4660251335868297,0.0679497328263405,2.197224577336219,3.0,2.8296141464923243e-05,1148134.443224021,3,2.275298153694364,13.644399314430078,MGC_CANDIDATE_51,0.9320502671736596,0.9,0.8687177005384902,1.0
MGC (KEGG),MGC_CANDIDATE_52,6,36,15,15,13.693541676431392,13.693541676431392,0.9129027784287594,0.9129027784287594,0.0097648170375302,0.1089719851291688,1.0036097395905534,0.8176346742611366,1.0483821381547156,0.7042527748343268,1.1128824372134585,0.9129027784287594,0.4564513892143797,0.0870972215712405,1.791759469228055,2.449489742783178,0.0398232795152684,119187.0156676638,2,2.2144868612057347,10.970456716081983,MGC_CANDIDATE_52,0.9129027784287594,0.9,0.8333914828629486,1.0
MGC (KEGG),MGC_CANDIDATE_53,5,25,10,10,9.05023105991739,9.05023105991739,0.9050231059917392,0.9050231059917392,0.0478132278286758,0.5612428886945036,0.9036132014982704,0.8117413350414375,1.1242810536622936,0.3786324250603924,1.6987423876711094,0.9050231059917392,0.4525115529958695,0.0949768940082609,1.6094379124341005,2.23606797749979,0.1259302933187297,357461.0296384881,2,2.189461487295547,11.213113916991498,MGC_CANDIDATE_53,0.9050231059917392,0.9,0.8190668223789348,1.0
MGC (KEGG),MGC_CANDIDATE_54,3,9,3,3,2.8194457793961103,2.8194457793961103,0.9398152597987034,0.9398152597987034,0.0398886725010264,0.3802532637011098,1.004390851993518,0.9265489206347892,0.9557451712254342,0.0522964835673936,0.987929949304516,0.9398152597987034,0.4699076298993517,0.0601847402012966,1.0986122886681096,1.7320508075688772,0.0775541065647162,430620.6557071981,1,2.299959311300181,14.672773857903282,MGC_CANDIDATE_54,0.9398152597987034,0.9,0.8832527225505044,1.0
MGC (KEGG),MGC_CANDIDATE_55,5,25,10,10,9.511369871073908,9.511369871073908,0.9511369871073908,0.9511369871073908,0.2071498176787887,0.5131159303017298,0.9101742706333428,0.9268267068369144,1.0040208206356311,0.8850373816043744,1.309190583142411,0.9511369871073908,0.4755684935536953,0.0488630128926093,1.6094379124341005,2.23606797749979,0.0462951812983139,224387.50837757505,2,2.3359164480306287,14.3932214145212,MGC_CANDIDATE_55,0.9511369871073908,0.9,0.9046615682437249,1.0
