category,name,n,n_squared,n_comparisons_total,n_comparisons_non_self,sum_scores_all,sum_scores_non_self,mean_score_all,mean_score_non_self,var_score_non_self,std_score_non_self,median_score_non_self,q25_score,q75_score,min_score,max_score,fraction_strong_binders,fraction_moderate_binders,fraction_weak_binders,log_n,sqrt_n,expected_random,enrichment_score,size_bin,z_score,effect_size
MGC (KEGG),MGC_CANDIDATE_11,3,9,3,3,2.7323631668821906,2.7323631668821906,0.9107877222940636,0.9107877222940636,0.010682734866843121,0.612334494076703,0.8872941196108072,0.6907335068475938,1.0029535131800038,0.39416647382939984,1.6385550631230383,0.9107877222940636,0.4553938611470318,0.08921227770593643,1.0986122886681096,1.7320508075688772,0.018079585163729688,247677.44092661518,1,2.2077695679381715,9.777712244971196
MGC (KEGG),MGC_CANDIDATE_12,4,16,6,6,5.464351779921618,5.464351779921618,0.910725296653603,0.910725296653603,0.11209955076793768,0.5459559319043581,0.9131624103069383,0.6902992342167811,1.00554233370371,0.5277238237113278,0.9625674572953884,0.910725296653603,0.4553626483268015,0.08927470334639698,1.3862943611198906,2.0,0.03504984806515158,425365.23585314496,1,2.2075713077939088,19.63148649156416
MGC (KEGG),MGC_CANDIDATE_13,4,16,6,6,5.5789978879936974,5.5789978879936974,0.929832981332283,0.929832981332283,0.051773678880715594,0.13705990232610124,0.9225720628589043,0.8977260662525011,0.9781075359864502,0.7768746644447508,0.9440591604527283,0.929832981332283,0.4649164906661415,0.07016701866771702,1.3862943611198906,2.0,0.038587752602463055,115652.8001351669,1,2.268256184920952,18.71548215704374
MGC (KEGG),MGC_CANDIDATE_14,7,49,21,21,18.30447010127903,18.30447010127903,0.8716414333942395,0.8716414333942395,0.019421838807400612,0.06690707908062311,0.9853396241287221,0.7135794783007448,0.8989536663445006,0.8429518019814308,0.8985524251672318,0.8716414333942395,0.43582071669711975,0.1283585666057605,1.9459101490553132,2.6457513110645907,0.018286175040078224,385161.50421196944,2,2.0834432682417883,12.340231092268615
MGC (KEGG),MGC_CANDIDATE_15,2,4,1,1,0.8767272185221481,0.8767272185221481,0.8767272185221481,0.8767272185221481,0.02677710588120154,0.48633305344104927,0.839077371965266,0.8510207835515243,0.9195576585719709,0.8427946662560647,1.0746311234433978,0.8767272185221481,0.43836360926107404,0.12327278147785192,0.6931471805599453,1.4142135623730951,0.04425290577123421,635452.572972775,0,2.099595421198658,12.365323763654823
MGC (KEGG),MGC_CANDIDATE_16,5,25,10,10,9.081182367104937,9.081182367104937,0.9081182367104937,0.9081182367104937,0.12731665820042323,0.2725820405040402,0.8888869825893466,0.743113941975268,0.9430541440589197,0.7783543165212039,1.1335866023087118,0.9081182367104937,0.45405911835524687,0.09188176328950626,1.6094379124341003,2.23606797749979,0.09261166541541092,1055958.3164033277,2,2.1992914395120677,10.515132140732351
MGC (KEGG),MGC_CANDIDATE_17,4,16,6,6,5.375721358505824,5.375721358505824,0.8959535597509706,0.8959535597509706,0.005314643463494778,0.009633160952434647,0.8480819517536965,0.8824536229562352,1.0134682068403196,0.7038245015638722,1.0152712187600388,0.8959535597509706,0.4479767798754853,0.10404644024902943,1.3862943611198906,2.0,0.14512723565800847,567477.7035335499,1,2.1606571445154312,17.764136376361922
MGC (KEGG),MGC_CANDIDATE_18,5,25,10,10,9.317846779800723,9.317846779800723,0.9317846779800724,0.9317846779800724,0.07107881054552598,0.48922287738590364,0.9969764275204841,0.7898388463090276,0.9867004821626804,0.16275189053257266,0.9483160908287703,0.9317846779800724,0.4658923389900362,0.06821532201992764,1.6094379124341003,2.23606797749979,0.01817373696110741,105598.38566916194,2,2.2744546581139136,14.008767561953407
MGC (KEGG),MGC_CANDIDATE_19,2,4,1,1,0.8987833499609273,0.8987833499609273,0.8987833499609273,0.8987833499609273,0.04467891669507735,0.9436936477490796,0.9676810982395201,0.8176614801217333,0.9786705322160396,0.5428654680613326,1.425248084139353,0.8987833499609273,0.4493916749804637,0.10121665003907265,0.6931471805599453,1.4142135623730951,0.12953719766817415,1710456.9897274114,0,2.1696443909596925,13.788690299823582
MGC (KEGG),MGC_CANDIDATE_20,2,4,1,1,0.8851678000639471,0.8851678000639471,0.8851678000639471,0.8851678000639471,0.16667871125079708,0.012899493184148899,0.8743228955744269,0.8726545971551265,1.0325455817995892,0.7781550307763944,1.4168929384003484,0.8851678000639471,0.44258390003197356,0.11483219993605287,0.6931471805599453,1.4142135623730951,0.04934254269482852,1860132.9216231094,0,2.126402209271542,11.631555111784229
MGC (KEGG),MGC_CANDIDATE_21,5,25,10,10,9.628725167608819,9.628725167608819,0.9628725167608819,0.9628725167608819,0.15611574944909812,0.10100859163207161,1.0221522076548055,0.8672254451228385,0.9938727967915884,0.8766644975280053,1.062904330195264,0.9628725167608819,0.48143625838044096,0.037127483239118075,1.6094379124341003,2.23606797749979,0.045853618121808895,495125.8517873256,2,2.373187796549244,20.435921683306283
MGC (KEGG),MGC_CANDIDATE_22,2,4,1,1,0.9172040398868635,0.9172040398868635,0.9172040398868635,0.9172040398868635,0.11686109112757466,0.5135491441226513,0.9336091197534502,0.8958341418368464,0.9723079912344856,0.9144882838455175,1.2612357133864442,0.9172040398868635,0.45860201994343175,0.0827959601131365,0.6931471805599453,1.4142135623730951,0.0065548122515832466,208575.92004326338,0,2.2281474133587427,12.081717211050382
MGC (KEGG),MGC_CANDIDATE_23,5,25,10,10,9.25123261526574,9.25123261526574,0.925123261526574,0.925123261526574,0.04857814280301246,0.26358989301913777,0.9602242951268535,0.9035412510414853,0.9984134032741254,0.9235742607295716,1.3828370304645783,0.925123261526574,0.462561630763287,0.07487673847342602,1.6094379124341003,2.23606797749979,0.061973478177910296,259985.74031165562,2,2.253298393199009,15.072498416175709
MGC (KEGG),MGC_CANDIDATE_24,2,4,1,1,0.8848317989722366,0.8848317989722366,0.8848317989722366,0.8848317989722366,0.09975991372904029,1.3628340098582352,0.835089121356269,0.8255291486267485,0.890362688522505,0.7561739586539531,1.0267070539118406,0.8848317989722366,0.4424158994861183,0.11516820102776337,0.6931471805599453,1.4142135623730951,0.018337370929115793,360943.8201249414,0,2.1253350896645413,15.647909129177084
MGC (KEGG),MGC_CANDIDATE_25,2,4,1,1,0.90860166643782,0.90860166643782,0.90860166643782,0.90860166643782,0.10212311868720308,0.7413117886689549,0.9166705508292646,0.5753901959003405,0.9251111444078,0.8942408566006069,1.092603000437739,0.90860166643782,0.45430083321891,0.09139833356217997,0.6931471805599453,1.4142135623730951,0.027793200795301117,584591.4207880879,0,2.200826783751608,13.803986451473083
MGC (KEGG),MGC_CANDIDATE_26,6,36,15,15,13.894423648832495,13.894423648832495,0.9262949099221663,0.9262949099221663,0.04037663591992266,0.058903586049374,1.0199134459757362,0.703518473214417,0.9328566196317044,0.8922887638233524,1.190468834527492,0.9262949099221663,0.46314745496108317,0.07370509007783366,1.791759469228055,2.449489742783178,0.0076303987351967585,326281.15212142776,2,2.257019479249898,13.197327853124738
MGC (KEGG),MGC_CANDIDATE_27,4,16,6,6,5.353339040457587,5.353339040457587,0.8922231734095978,0.8922231734095978,0.21200542332195976,0.3362833808166306,0.9660958028765909,0.7170757337215548,1.0317594058116368,0.10599814973832089,1.3360780704339528,0.8922231734095978,0.4461115867047989,0.10777682659040222,1.3862943611198906,2.0,0.013102990333594869,187514.6896453149,1,2.1488096579900122,13.892215666879615
MGC (KEGG),MGC_CANDIDATE_28,3,9,3,3,2.8003315394859998,2.8003315394859998,0.9334438464953332,0.9334438464953332,0.4190251998103747,0.3177773619396305,0.9737088359510795,0.7429701732075537,0.9690982688144255,0.6808098068988009,0.9521100809417726,0.9334438464953332,0.4667219232476666,0.06655615350466682,1.0986122886681096,1.7320508075688772,0.04862872227853579,1230596.8877278217,1,2.279724079248647,16.695999998258987
MGC (KEGG),MGC_CANDIDATE_29,1,1,0,0,0.0,0.0,0.9070827553721923,0.9070827553721923,0.037751921480668485,0.035249254776182716,0.9546359181498335,0.8383088296715983,0.9620036256587657,0.7866950756960978,0.9179653045259386,0.9070827553721923,0.45354137768609615,0.0929172446278077,0.0,1.0,0.047616601962445784,572224.0491993129,0,2.196002811986605,13.958828534964383
MGC (KEGG),MGC_CANDIDATE_30,1,1,0,0,0.0,0.0,0.9154242687555816,0.9154242687555816,0.1615593323517725,0.028134653430975057,1.0370746914474098,0.8684683232664691,1.0269974015405183,0.5252039710763383,1.1402410196546096,0.9154242687555816,0.4577121343777908,0.08457573124441842,0.0,1.0,0.03066160493951542,154450.35202551686,0,2.2224949654440764,19.876637061898588
MGC (KEGG),MGC_CANDIDATE_31,1,1,0,0,0.0,0.0,0.9070539214698063,0.9070539214698063,0.06949653654417837,0.25280344623286355,0.9463422339174409,0.691648567049848,1.246584009082646,0.8679931798763997,0.9168229671920004,0.9070539214698063,0.4535269607349032,0.09294607853019365,0.0,1.0,0.04979509661943459,592028.7378099273,0,2.1959112372169347,12.668883942589213
MGC (KEGG),MGC_CANDIDATE_32,4,16,6,6,5.839869065890448,5.839869065890448,0.9733115109817413,0.9733115109817413,0.06229728147909443,0.154737947560506,0.940227351555386,0.9648785369462664,1.13993647027146,0.8746760269946986,0.9953721483758239,0.9733115109817413,0.48665575549087065,0.02668848901825871,1.3862943611198906,2.0,0.1009307764224075,520149.1252540984,1,2.406341425169126,17.262320258011027
MGC (KEGG),MGC_CANDIDATE_33,3,9,3,3,2.768806724796227,2.768806724796227,0.9229355749320758,0.9229355749320758,0.04886775544682943,0.23653151220147023,0.9835861242206028,0.3683888374789138,0.9288893032506758,0.8530948000583638,1.0327117922813405,0.9229355749320758,0.4614677874660379,0.07706442506792421,1.0986122886681096,1.7320508075688772,0.001633417020751915,215765.42216914342,1,2.2463504298841377,9.73080386449632
MGC (KEGG),MGC_CANDIDATE_34,5,25,10,10,8.947418049181907,8.947418049181907,0.8947418049181907,0.8947418049181907,0.0345346942503454,0.08186895777160369,0.8910264623413414,0.8142276195958793,0.9312318046982198,-0.18436779466767883,0.9349766707520808,0.8947418049181907,0.44737090245909533,0.10525819508180934,1.6094379124341003,2.23606797749979,0.011517396476639364,1461610.926326721,2,2.1568086827906363,12.669224895492032
MGC (KEGG),MGC_CANDIDATE_35,3,9,3,3,2.8365261378803583,2.8365261378803583,0.9455087126267862,0.9455087126267862,0.25195957663271823,0.24402754653914965,0.9699475005675069,0.8677555250077347,0.9505409526286703,0.48277225403978047,1.4037125600709814,0.9455087126267862,0.4727543563133931,0.05449128737321385,1.0986122886681096,1.7320508075688772,0.01756010150624585,506302.3028952515,1,2.318041380954927,12.551123501762358
MGC (KEGG),MGC_CANDIDATE_36,2,4,1,1,0.8903372214507824,0.8903372214507824,0.8903372214507824,0.8903372214507824,0.13502133482824571,0.1450581432118599,0.8962619175919869,0.8558135951690007,0.896702399967572,0.7409922851181746,0.9709048710826846,0.8903372214507824,0.4451686107253912,0.10966277854921758,0.6931471805599453,1.4142135623730951,0.04303981134051607,356246.56126104423,0,2.142819986043211,11.688259400509018
MGC (KEGG),MGC_CANDIDATE_37,4,16,6,6,5.5736359023907704,5.5736359023907704,0.9289393170651284,0.9289393170651284,0.058107451605764394,0.6555406818709358,0.8935000176638594,0.9102629054898259,0.942573540879875,0.8185960517710132,1.101273412627016,0.9289393170651284,0.4644696585325642,0.07106068293487156,1.3862943611198906,2.0,0.05481720958658033,406979.56402551266,1,2.2654179600309625,15.850417521766813
MGC (KEGG),MGC_CANDIDATE_38,6,36,15,15,13.055833599828691,13.055833599828691,0.870388906655246,0.870388906655246,0.13925724914145302,0.1096224601277485,0.8858139432487193,0.7563536776968189,0.909114371083507,-0.3838047197445159,0.8723678703830688,0.870388906655246,0.435194453327623,0.12961109334475396,1.791759469228055,2.449489742783178,0.040298040426661484,689634.3412270503,2,2.079465317352795,14.669438419223562
MGC (KEGG),MGC_CANDIDATE_39,5,25,10,10,8.874389766797425,8.874389766797425,0.8874389766797424,0.8874389766797424,0.12679770300685123,0.6139983510600091,0.9357827043998089,0.8425424297841286,0.913770341285561,0.8412213829199241,1.0315122066942037,0.8874389766797424,0.4437194883398712,0.11256102332025764,1.6094379124341003,2.23606797749979,0.0598202584907783,411603.8289382786,2,2.133615331959145,8.163516846441285
MGC (KEGG),MGC_CANDIDATE_40,5,25,10,10,9.286152533684664,9.286152533684664,0.9286152533684664,0.9286152533684664,0.031107012216480247,0.1482851405450892,0.965553035195534,0.8925978968971854,0.9720286747847342,0.8238042781139152,1.2607788002792164,0.9286152533684664,0.4643076266842332,0.0713847466315336,1.6094379124341003,2.23606797749979,0.029570175522035,408177.0588263246,2,2.264388752885043,20.986606317757538
MGC (KEGG),MGC_CANDIDATE_41,3,9,3,3,2.829715792979628,2.829715792979628,0.943238597659876,0.943238597659876,0.019374532132289787,0.2589429429691413,0.9672351202040724,0.9255240192705649,1.1158413903955482,0.6944402104091679,1.6339006872407023,0.943238597659876,0.471619298829938,0.056761402340123945,1.0986122886681096,1.7320508075688772,0.07969525089970629,1284609.1521904166,1,2.310831630001432,15.528048583031289
MGC (KEGG),MGC_CANDIDATE_42,4,16,6,6,5.567561661552776,5.567561661552776,0.9279269435921292,0.9279269435921292,0.18097148548825104,0.10122015709198891,0.9178947646843716,0.8513273285145034,1.0877196185742664,0.6845601559514315,1.155033424648083,0.9279269435921292,0.4639634717960646,0.07207305640787076,1.3862943611198906,2.0,0.0037529293209052393,107108.29158278205,1,2.2622027217198455,15.003532063547237
MGC (KEGG),MGC_CANDIDATE_43,5,25,10,10,9.201774963755176,9.201774963755176,0.9201774963755175,0.9201774963755175,0.16681598521591137,0.4967843002731471,0.8372291343248314,0.8314304178745471,0.9633695275844211,0.7493995345260082,0.9654640766999727,0.9201774963755175,0.46008874818775874,0.07982250362448251,1.6094379124341003,2.23606797749979,0.048360049694465425,126556.8458354995,2,2.237590935412354,18.930356545790957
MGC (KEGG),MGC_CANDIDATE_44,4,16,6,6,5.491021201314536,5.491021201314536,0.9151702002190892,0.9151702002190892,0.5764383818007599,0.5566908465268414,0.9128004568038515,0.8566392192451724,1.0229986049374054,0.3083180092825569,1.0053789839191825,0.9151702002190892,0.4575851001095446,0.08482979978091076,1.3862943611198906,2.0,0.0022108999929218195,962186.2904261756,1,2.221688058789599,17.966582668174503
MGC (KEGG),MGC_CANDIDATE_45,3,9,3,3,2.6501397187802382,2.6501397187802382,0.8833799062600795,0.8833799062600795,0.0019553220927241368,0.4967236922370143,0.9110943445104107,0.8821691982891863,0.9300071546377012,0.8267036956662808,0.9175057147968748,0.8833799062600795,0.4416899531300397,0.11662009373992055,1.0986122886681096,1.7320508075688772,0.013131147561452986,4954712.922243388,1,2.1207239642288567,14.105480118304506
MGC (KEGG),MGC_CANDIDATE_46,2,4,1,1,0.9038642063733429,0.9038642063733429,0.9038642063733429,0.9038642063733429,0.0777356712126634,0.3063591322735833,0.7959235846610594,0.8362011232055885,0.9526332424630861,0.7357071637520153,0.9863059458329719,0.9038642063733429,0.45193210318667143,0.09613579362665714,0.6931471805599453,1.4142135623730951,0.003187365284526061,1062882.8562312883,0,2.185780890607482,9.142460820896497
MGC (KEGG),MGC_CANDIDATE_47,5,25,10,10,9.108627531840858,9.108627531840858,0.9108627531840857,0.9108627531840857,0.12083917230695705,0.10905984909138901,0.9075125409245502,0.8791223061679196,1.023478292217216,0.5782127778041962,1.075653797322999,0.9108627531840857,0.45543137659204286,0.08913724681591428,1.6094379124341003,2.23606797749979,0.04509699293280514,2853933.556952991,2,2.2080078616099743,16.693156935856397
MGC (KEGG),MGC_CANDIDATE_48,6,36,15,15,14.27763450161866,14.27763450161866,0.9518423001079107,0.9518423001079107,0.08735666966422866,0.3035831384454863,0.9471014029644461,0.9369177803314283,1.0003453669760154,0.8989288659240302,1.0854833430372077,0.9518423001079107,0.47592115005395536,0.04815769989208929,1.791759469228055,2.449489742783178,0.01181383756936235,286538.55722800025,2,2.3381564804308086,12.111461475754043
MGC (KEGG),MGC_CANDIDATE_49,3,9,3,3,2.7977330814550454,2.7977330814550454,0.9325776938183484,0.9325776938183484,0.12393997491830117,0.962022503318051,0.8868443562676684,0.8464043941504721,1.0122641020970664,0.5227585391834586,1.3463951370719163,0.9325776938183484,0.4662888469091742,0.06742230618165157,1.0986122886681096,1.7320508075688772,0.004825417049846628,233963.1308982863,1,2.276973229542888,18.717793375768274
MGC (KEGG),MGC_CANDIDATE_50,5,25,10,10,8.756979158052062,8.756979158052062,0.8756979158052062,0.8756979158052062,0.014764331588046973,0.31356583743910654,0.9137187517884211,0.7644569070275999,0.8879402162027619,0.6718516968130648,0.9213138250328019,0.8756979158052062,0.4378489579026031,0.12430208419479383,1.6094379124341003,2.23606797749979,0.0742197990552068,698390.1454629084,2,2.0963264166094286,12.671509012206922
MGC (KEGG),MGC_CANDIDATE_51,9,81,36,36,33.55380961825174,33.55380961825174,0.9320502671736595,0.9320502671736595,0.00015171785035553273,0.939761329069597,0.9792598586169596,0.8589094794904416,1.0094454804486261,0.836097460200074,1.045761015377017,0.9320502671736595,0.46602513358682973,0.06794973282634054,2.197224577336219,3.0,2.8296141464923243e-05,1148134.443224021,3,2.2752981536943637,13.644399314430078
MGC (KEGG),MGC_CANDIDATE_52,6,36,15,15,13.693541676431392,13.693541676431392,0.9129027784287594,0.9129027784287594,0.009764817037530292,0.10897198512916882,1.0036097395905534,0.8176346742611366,1.0483821381547156,0.7042527748343268,1.1128824372134585,0.9129027784287594,0.4564513892143797,0.08709722157124056,1.791759469228055,2.449489742783178,0.03982327951526843,119187.0156676638,2,2.2144868612057347,10.970456716081983
MGC (KEGG),MGC_CANDIDATE_53,5,25,10,10,9.05023105991739,9.05023105991739,0.9050231059917391,0.9050231059917391,0.04781322782867589,0.5612428886945036,0.9036132014982704,0.8117413350414375,1.1242810536622936,0.3786324250603924,1.6987423876711094,0.9050231059917391,0.45251155299586954,0.09497689400826093,1.6094379124341003,2.23606797749979,0.1259302933187297,357461.0296384881,2,2.189461487295547,11.213113916991498
MGC (KEGG),MGC_CANDIDATE_54,3,9,3,3,2.8194457793961103,2.8194457793961103,0.9398152597987034,0.9398152597987034,0.03988867250102643,0.3802532637011098,1.0043908519935179,0.9265489206347893,0.9557451712254342,0.05229648356739369,0.987929949304516,0.9398152597987034,0.4699076298993517,0.060184740201296605,1.0986122886681096,1.7320508075688772,0.07755410656471623,430620.65570719814,1,2.299959311300181,14.672773857903282
MGC (KEGG),MGC_CANDIDATE_55,5,25,10,10,9.511369871073907,9.511369871073907,0.9511369871073907,0.9511369871073907,0.20714981767878876,0.5131159303017298,0.9101742706333429,0.9268267068369144,1.0040208206356311,0.8850373816043744,1.3091905831424113,0.9511369871073907,0.47556849355369535,0.0488630128926093,1.6094379124341003,2.23606797749979,0.0462951812983139,224387.50837757502,2,2.3359164480306287,14.3932214145212
MGC (KEGG),MGC_CANDIDATE_56,4,16,6,6,5.6906673792968245,5.6906673792968245,0.9484445632161373,0.9484445632161373,0.008722188033819361,0.3721526228053763,0.9298850444826392,0.9474914522918758,1.0150336709730323,0.4689020253602563,1.1407881435477214,0.9484445632161373,0.4742222816080687,0.05155543678386265,1.3862943611198906,2.0,0.005443704014463764,252149.68379133585,1,2.327365468895154,13.572352159437452
MGC (KEGG),MGC_CANDIDATE_57,2,4,1,1,0.9006411268729888,0.9006411268729888,0.9006411268729888,0.9006411268729888,0.058466261434596184,0.19638735858917097,0.9346151843952574,0.49943980157055945,1.1358312744861618,0.8927710293937414,0.9293886659406561,0.9006411268729888,0.4503205634364944,0.0993588731270112,0.6931471805599453,1.4142135623730951,0.0780776551723063,1027941.9978280513,0,2.1755445806233675,21.159034872026638
MGC (KEGG),MGC_CANDIDATE_58,7,49,21,21,19.21397658289236,19.21397658289236,0.9149512658520172,0.9149512658520172,0.3165866910416023,0.3480585354782825,0.8821495369108379,0.89122373255837,0.944712171762332,0.9134912105911125,1.2213943838351895,0.9149512658520172,0.4574756329260086,0.08504873414798275,1.9459101490553132,2.6457513110645907,0.020425481636959522,707635.5505918146,2,2.220992736180498,16.810939098359725
MGC (KEGG),MGC_CANDIDATE_59,4,16,6,6,5.593464675887377,5.593464675887377,0.9322441126478962,0.9322441126478962,0.06989716054633315,0.8068712083431686,0.9241352999275171,0.7636638140007448,0.950355900891175,0.7481759688250054,0.9706964135862972,0.9322441126478962,0.4661220563239481,0.0677558873521038,1.3862943611198906,2.0,0.008327802290042206,983085.5470659535,1,2.2759137954627677,15.030729968778758
MGC (KEGG),MGC_CANDIDATE_60,3,9,3,3,2.848919155296911,2.848919155296911,0.9496397184323037,0.9496397184323037,0.01420246009700775,0.16214903936897432,0.9916175199245573,0.797664150168276,0.9648955050697435,0.8182204639082066,1.1902668572206891,0.9496397184323037,0.47481985921615183,0.05036028156769634,1.0986122886681096,1.7320508075688772,0.22302757439149726,619628.0702804003,1,2.3311612112187503,6.728022749190801
MGC (KEGG),MGC_CANDIDATE_61,1,1,0,0,0.0,0.0,0.9103622955781772,0.9103622955781772,0.034427665327756145,0.9093785659453254,0.9100599286404222,0.7882804001447226,0.9271899115569763,0.7836946901057271,0.9654075198267492,0.9103622955781772,0.4551811477890886,0.08963770442182284,0.0,1.0,0.004776551469280799,184747.13350350113,0,2.206418437834537,17.477304686082952
MGC (KEGG),MGC_CANDIDATE_62,3,9,3,3,2.754861622890231,2.754861622890231,0.918287207630077,0.918287207630077,0.09856179920291193,0.015198570209411243,0.8723053020700811,0.8585492838902428,1.1219439028511327,0.8649552789023581,1.0446365397258723,0.918287207630077,0.4591436038150385,0.08171279236992302,1.0986122886681096,1.7320508075688772,0.063340611809445,675428.8164919415,1,2.2315874900875694,23.98360889434234
MGC (KEGG),MGC_CANDIDATE_63,0,0,0,0,0.0,0.0,0.8934289557018372,0.8934289557018372,0.0012061932062967392,0.004282222058570526,0.863951341926183,0.8057541526041476,0.9901366412420202,0.7114361038746173,1.1992551800490971,0.8934289557018372,0.4467144778509186,0.10657104429816278,-inf,0.0,0.02176884307298656,170741.6881246614,0,2.1526391512790743,14.43614923343387
MGC (KEGG),MGC_CANDIDATE_64,2,4,1,1,0.8910024211498219,0.8910024211498219,0.8910024211498219,0.8910024211498219,0.34451595018227205,0.20424871993729038,0.8773325860469476,0.870381728965729,0.9456006823790509,0.8875847229833279,1.0921708334298281,0.8910024211498219,0.44550121057491093,0.10899757885017813,0.6931471805599453,1.4142135623730951,0.09205144558804473,323918.31894365686,0,2.144932620968896,12.568462430603454
MGC (KEGG),MGC_CANDIDATE_65,4,16,6,6,5.671429183227859,5.671429183227859,0.9452381972046433,0.9452381972046433,0.08369640406095202,0.5661765451434749,0.9746156230755325,0.9340218898471611,1.1467819423126067,0.8314722579170282,1.214915307353656,0.9452381972046433,0.47261909860232165,0.054761802795356695,1.3862943611198906,2.0,0.03962530678725292,156960.79584926815,1,2.3171822399637625,15.489973964223303
MGC (KEGG),MGC_CANDIDATE_66,3,9,3,3,2.879755442314237,2.879755442314237,0.9599184807714123,0.9599184807714123,0.12178661408378014,0.08544001258045177,0.9436723213634831,0.916568822509816,0.9953047609605126,0.8684813293009791,1.2852326089773112,0.9599184807714123,0.47995924038570614,0.040081519228587714,1.0986122886681096,1.7320508075688772,0.11058521741598669,240172.3832238557,1,2.3638059528531397,10.705773802043362
